,date,name,point
1423,2020-10-01,타오르는 여인의 초상,9.05
1424,2020-10-01,타샤 튜더,9.03
1425,2020-10-01,비투스,8.94
1426,2020-10-01,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1427,2020-10-01,담보,8.92
1428,2020-10-01,너의 이름은.,8.78
1429,2020-10-01,브리짓 존스의 일기,8.68
1430,2020-10-01,69세,8.63
1431,2020-10-01,라라랜드,8.61
1432,2020-10-01,렛 미 인,8.52
1433,2020-10-01,레이디 버드,8.5
1434,2020-10-01,아무르,8.48
1435,2020-10-01,보리밭을 흔드는 바람,8.46
1436,2020-10-01,레토,8.44
1437,2020-10-01,500일의 썸머,8.42
1438,2020-10-01,검객,8.32
1439,2020-10-01,리스본행 야간열차,8.31
1440,2020-10-01,미스터 노바디,8.31
1441,2020-10-01,메기,8.3
1442,2020-10-01,테넷,8.26
1443,2020-10-01,피터와 드래곤,8.25
1444,2020-10-01,경계선,8.17
1445,2020-10-01,폭스캐처,8.16
1446,2020-10-01,프란시스 하,8.13
1447,2020-10-01,나의 산티아고,8.1
1448,2020-10-01,드라이브,8.06
1449,2020-10-01,위크엔드 인 파리,8.06
1450,2020-10-01,날씨의 아이,7.97
1451,2020-10-01,마스터,7.95
1452,2020-10-01,라붐,7.94
1453,2020-10-01,오! 문희,7.92
1454,2020-10-01,반교: 디텐션,7.82
1455,2020-10-01,다만 악에서 구하소서,7.66
1456,2020-10-01,홀리 모터스,7.52
1457,2020-10-01,죽지않는 인간들의 밤,7.05
1458,2020-10-01,그린랜드,7.01
1459,2020-10-01,퍼스널 쇼퍼,6.95
1460,2020-10-01,기기괴괴 성형수,6.93
1461,2020-10-01,디바,6.66
1462,2020-10-01,오케이 마담,6.34
1463,2020-10-01,강철비2: 정상회담,5.02
1464,2020-10-01,뮬란,4.32
1465,2020-10-02,소년시절의 너,9.4
1466,2020-10-02,브레이크 더 사일런스: 더 무비,9.31
1467,2020-10-02,러브 앳,9.24
1468,2020-10-02,톰보이,9.2
1469,2020-10-02,사랑과 영혼,9.19
1470,2020-10-02,제리 맥과이어,9.16
1471,2020-10-02,아웃포스트,9.09
1472,2020-10-02,샤인,9.08
1473,2020-10-02,타오르는 여인의 초상,9.05
1474,2020-10-02,타샤 튜더,9.03
1475,2020-10-02,담보,9.0
1476,2020-10-02,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.94
1477,2020-10-02,비투스,8.94
1478,2020-10-02,너의 이름은.,8.78
1479,2020-10-02,브리짓 존스의 일기,8.68
1480,2020-10-02,69세,8.63
1481,2020-10-02,라라랜드,8.61
1482,2020-10-02,렛 미 인,8.52
1483,2020-10-02,레이디 버드,8.5
1484,2020-10-02,아무르,8.48
1485,2020-10-02,보리밭을 흔드는 바람,8.46
1486,2020-10-02,레토,8.44
1487,2020-10-02,500일의 썸머,8.42
1488,2020-10-02,검객,8.32
1489,2020-10-02,리스본행 야간열차,8.31
1490,2020-10-02,미스터 노바디,8.31
1491,2020-10-02,메기,8.29
1492,2020-10-02,테넷,8.26
1493,2020-10-02,피터와 드래곤,8.25
1494,2020-10-02,경계선,8.17
1495,2020-10-02,폭스캐처,8.16
1496,2020-10-02,프란시스 하,8.13
1497,2020-10-02,나의 산티아고,8.1
1498,2020-10-02,위크엔드 인 파리,8.06
1499,2020-10-02,드라이브,8.06
1500,2020-10-02,날씨의 아이,7.97
1501,2020-10-02,마스터,7.95
1502,2020-10-02,라붐,7.94
1503,2020-10-02,오! 문희,7.93
1504,2020-10-02,반교: 디텐션,7.82
1505,2020-10-02,다만 악에서 구하소서,7.65
1506,2020-10-02,홀리 모터스,7.52
1507,2020-10-02,그린랜드,7.1
1508,2020-10-02,죽지않는 인간들의 밤,6.96
1509,2020-10-02,퍼스널 쇼퍼,6.95
1510,2020-10-02,기기괴괴 성형수,6.93
1511,2020-10-02,디바,6.64
1512,2020-10-02,강철비2: 정상회담,5.01
1513,2020-10-02,뮬란,4.31
1514,2020-10-02,국제수사,4.2
1515,2020-10-03,소년시절의 너,9.39
1516,2020-10-03,브레이크 더 사일런스: 더 무비,9.34
1517,2020-10-03,러브 앳,9.23
1518,2020-10-03,톰보이,9.2
1519,2020-10-03,사랑과 영혼,9.19
1520,2020-10-03,제리 맥과이어,9.16
1521,2020-10-03,샤인,9.08
1522,2020-10-03,아웃포스트,9.07
1523,2020-10-03,타오르는 여인의 초상,9.05
1524,2020-10-03,타샤 튜더,9.03
1525,2020-10-03,담보,8.97
1526,2020-10-03,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.94
1527,2020-10-03,비투스,8.94
1528,2020-10-03,너의 이름은.,8.78
1529,2020-10-03,브리짓 존스의 일기,8.68
1530,2020-10-03,69세,8.63
1531,2020-10-03,라라랜드,8.61
1532,2020-10-03,렛 미 인,8.52
1533,2020-10-03,레이디 버드,8.5
1534,2020-10-03,아무르,8.48
1535,2020-10-03,보리밭을 흔드는 바람,8.47
1536,2020-10-03,레토,8.44
1537,2020-10-03,500일의 썸머,8.42
1538,2020-10-03,검객,8.35
1539,2020-10-03,리스본행 야간열차,8.31
1540,2020-10-03,미스터 노바디,8.31
1541,2020-10-03,메기,8.29
1542,2020-10-03,테넷,8.27
1543,2020-10-03,피터와 드래곤,8.25
1544,2020-10-03,경계선,8.17
1545,2020-10-03,폭스캐처,8.16
1546,2020-10-03,프란시스 하,8.13
1547,2020-10-03,나의 산티아고,8.1
1548,2020-10-03,드라이브,8.06
1549,2020-10-03,위크엔드 인 파리,8.06
1550,2020-10-03,날씨의 아이,7.97
1551,2020-10-03,마스터,7.95
1552,2020-10-03,라붐,7.94
1553,2020-10-03,오! 문희,7.93
1554,2020-10-03,반교: 디텐션,7.8
1555,2020-10-03,다만 악에서 구하소서,7.65
1556,2020-10-03,홀리 모터스,7.52
1557,2020-10-03,퍼스널 쇼퍼,6.95
1558,2020-10-03,그린랜드,6.94
1559,2020-10-03,기기괴괴 성형수,6.94
1560,2020-10-03,죽지않는 인간들의 밤,6.92
1561,2020-10-03,디바,6.65
1562,2020-10-03,강철비2: 정상회담,5.01
1563,2020-10-03,뮬란,4.29
1564,2020-10-03,국제수사,4.23
1565,2020-10-04,소년시절의 너,9.39
1566,2020-10-04,브레이크 더 사일런스: 더 무비,9.35
1567,2020-10-04,톰보이,9.2
1568,2020-10-04,사랑과 영혼,9.19
1569,2020-10-04,제리 맥과이어,9.16
1570,2020-10-04,샤인,9.08
1571,2020-10-04,아웃포스트,9.07
1572,2020-10-04,타샤 튜더,9.04
1573,2020-10-04,담보,8.99
1574,2020-10-04,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.94
1575,2020-10-04,비투스,8.94
1576,2020-10-04,너의 이름은.,8.78
1577,2020-10-04,브리짓 존스의 일기,8.68
1578,2020-10-04,69세,8.63
1579,2020-10-04,라라랜드,8.61
1580,2020-10-04,렛 미 인,8.52
1581,2020-10-04,레이디 버드,8.5
1582,2020-10-04,아무르,8.48
1583,2020-10-04,보리밭을 흔드는 바람,8.47
1584,2020-10-04,레토,8.44
1585,2020-10-04,500일의 썸머,8.42
1586,2020-10-04,검객,8.34
1587,2020-10-04,리스본행 야간열차,8.31
1588,2020-10-04,미스터 노바디,8.3
1589,2020-10-04,테넷,8.26
1590,2020-10-04,경계선,8.17
1591,2020-10-04,프란시스 하,8.13
1592,2020-10-04,나의 산티아고,8.1
1593,2020-10-04,드라이브,8.06
1594,2020-10-04,날씨의 아이,7.97
1595,2020-10-04,마스터,7.95
1596,2020-10-04,라붐,7.94
1597,2020-10-04,오! 문희,7.93
1598,2020-10-04,반교: 디텐션,7.79
1599,2020-10-04,다만 악에서 구하소서,7.65
1600,2020-10-04,홀리 모터스,7.52
1601,2020-10-04,그린랜드,6.99
1602,2020-10-04,퍼스널 쇼퍼,6.95
1603,2020-10-04,기기괴괴 성형수,6.94
1604,2020-10-04,죽지않는 인간들의 밤,6.85
1605,2020-10-04,디바,6.67
1606,2020-10-04,강철비2: 정상회담,5.01
1607,2020-10-04,국제수사,4.32
1608,2020-10-04,뮬란,4.28
1609,2020-10-05,월-E,9.41
1610,2020-10-05,소년시절의 너,9.39
1611,2020-10-05,브레이크 더 사일런스: 더 무비,9.35
1612,2020-10-05,"미안해요, 리키",9.32
1613,2020-10-05,언더독,9.3
1614,2020-10-05,스파이더맨: 뉴 유니버스,9.2
1615,2020-10-05,톰보이,9.2
1616,2020-10-05,사랑과 영혼,9.19
1617,2020-10-05,제리 맥과이어,9.16
1618,2020-10-05,샤인,9.08
1619,2020-10-05,타샤 튜더,9.04
1620,2020-10-05,아웃포스트,9.02
1621,2020-10-05,담보,9.0
1622,2020-10-05,윤희에게,8.98
1623,2020-10-05,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.94
1624,2020-10-05,비투스,8.94
1625,2020-10-05,여행자,8.91
1626,2020-10-05,하녀,8.9
1627,2020-10-05,아무도 모른다,8.87
1628,2020-10-05,너의 이름은.,8.78
1629,2020-10-05,마미,8.68
1630,2020-10-05,브리짓 존스의 일기,8.68
1631,2020-10-05,찬실이는 복도 많지,8.65
1632,2020-10-05,항거:유관순 이야기,8.64
1633,2020-10-05,69세,8.63
1634,2020-10-05,레이디 버드,8.5
1635,2020-10-05,기생충,8.49
1636,2020-10-05,아무르,8.48
1637,2020-10-05,보리밭을 흔드는 바람,8.47
1638,2020-10-05,로렌스 애니웨이 ,8.44
1639,2020-10-05,500일의 썸머,8.42
1640,2020-10-05,검객,8.35
1641,2020-10-05,주디,8.34
1642,2020-10-05,그래비티,8.29
1643,2020-10-05,테넷,8.26
1644,2020-10-05,경계선,8.17
1645,2020-10-05,프란시스 하,8.13
1646,2020-10-05,신문기자,8.11
1647,2020-10-05,나의 산티아고,8.1
1648,2020-10-05,드라이브,8.07
1649,2020-10-05,블레이드 러너 2049,8.0
1650,2020-10-05,설국열차,7.98
1651,2020-10-05,날씨의 아이,7.97
1652,2020-10-05,라붐,7.94
1653,2020-10-05,오! 문희,7.93
1654,2020-10-05,반교: 디텐션,7.8
1655,2020-10-05,다만 악에서 구하소서,7.65
1656,2020-10-05,감쪽같은 그녀,7.57
1657,2020-10-05,홀리 모터스,7.52
1658,2020-10-05,애드 아스트라,7.26
1659,2020-10-06,포드 V 페라리,9.49
1660,2020-10-06,월-E,9.41
1661,2020-10-06,위대한 쇼맨,9.4
1662,2020-10-06,소년시절의 너,9.4
1663,2020-10-06,"미안해요, 리키",9.32
1664,2020-10-06,피아니스트,9.32
1665,2020-10-06,언더독,9.3
1666,2020-10-06,스파이더맨: 뉴 유니버스,9.2
1667,2020-10-06,톰보이,9.2
1668,2020-10-06,사랑과 영혼,9.19
1669,2020-10-06,제리 맥과이어,9.16
1670,2020-10-06,샤인,9.08
1671,2020-10-06,타오르는 여인의 초상,9.06
1672,2020-10-06,타샤 튜더,9.04
1673,2020-10-06,아웃포스트,9.02
1674,2020-10-06,윤희에게,8.98
1675,2020-10-06,담보,8.97
1676,2020-10-06,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.95
1677,2020-10-06,비투스,8.94
1678,2020-10-06,여행자,8.91
1679,2020-10-06,하녀,8.9
1680,2020-10-06,아무도 모른다,8.87
1681,2020-10-06,너의 이름은.,8.78
1682,2020-10-06,마미,8.68
1683,2020-10-06,브리짓 존스의 일기,8.68
1684,2020-10-06,찬실이는 복도 많지,8.65
1685,2020-10-06,항거:유관순 이야기,8.64
1686,2020-10-06,69세,8.63
1687,2020-10-06,라라랜드,8.61
1688,2020-10-06,레이디 버드,8.5
1689,2020-10-06,기생충,8.49
1690,2020-10-06,보리밭을 흔드는 바람,8.47
1691,2020-10-06,로렌스 애니웨이 ,8.44
1692,2020-10-06,닥터 슬립,8.44
1693,2020-10-06,500일의 썸머,8.42
1694,2020-10-06,검객,8.35
1695,2020-10-06,주디,8.34
1696,2020-10-06,리스본행 야간열차,8.31
1697,2020-10-06,그래비티,8.29
1698,2020-10-06,테넷,8.27
1699,2020-10-06,제로 다크 서티,8.21
1700,2020-10-06,경계선,8.17
1701,2020-10-06,프란시스 하,8.13
1702,2020-10-06,신문기자,8.11
1703,2020-10-06,나의 산티아고,8.1
1704,2020-10-06,드라이브,8.07
1705,2020-10-06,위크엔드 인 파리,8.06
1706,2020-10-06,블레이드 러너 2049,8.0
1707,2020-10-06,설국열차,7.98
1708,2020-10-06,날씨의 아이,7.97
1709,2020-10-07,포드 V 페라리,9.49
1710,2020-10-07,월-E,9.41
1711,2020-10-07,위대한 쇼맨,9.4
1712,2020-10-07,소년시절의 너,9.4
1713,2020-10-07,브레이크 더 사일런스: 더 무비,9.37
1714,2020-10-07,"미안해요, 리키",9.32
1715,2020-10-07,피아니스트,9.32
1716,2020-10-07,언더독,9.3
1717,2020-10-07,스파이더맨: 뉴 유니버스,9.2
1718,2020-10-07,톰보이,9.2
1719,2020-10-07,사랑과 영혼,9.19
1720,2020-10-07,제리 맥과이어,9.16
1721,2020-10-07,샤인,9.08
1722,2020-10-07,타오르는 여인의 초상,9.06
1723,2020-10-07,타샤 튜더,9.04
1724,2020-10-07,아웃포스트,9.02
1725,2020-10-07,윤희에게,8.98
1726,2020-10-07,담보,8.97
1727,2020-10-07,비투스,8.94
1728,2020-10-07,여행자,8.91
1729,2020-10-07,하녀,8.9
1730,2020-10-07,아무도 모른다,8.87
1731,2020-10-07,작은 아씨들,8.83
1732,2020-10-07,너의 이름은.,8.78
1733,2020-10-07,마미,8.68
1734,2020-10-07,브리짓 존스의 일기,8.68
1735,2020-10-07,찬실이는 복도 많지,8.65
1736,2020-10-07,항거:유관순 이야기,8.64
1737,2020-10-07,69세,8.63
1738,2020-10-07,라라랜드,8.61
1739,2020-10-07,기생충,8.49
1740,2020-10-07,보리밭을 흔드는 바람,8.47
1741,2020-10-07,로렌스 애니웨이 ,8.44
1742,2020-10-07,500일의 썸머,8.42
1743,2020-10-07,검객,8.35
1744,2020-10-07,주디,8.34
1745,2020-10-07,리스본행 야간열차,8.31
1746,2020-10-07,그래비티,8.29
1747,2020-10-07,테넷,8.27
1748,2020-10-07,피터와 드래곤,8.25
1749,2020-10-07,제로 다크 서티,8.21
1750,2020-10-07,경계선,8.17
1751,2020-10-07,프란시스 하,8.14
1752,2020-10-07,신문기자,8.11
1753,2020-10-07,나의 산티아고,8.1
1754,2020-10-07,드라이브,8.07
1755,2020-10-07,위크엔드 인 파리,8.06
1756,2020-10-07,블레이드 러너 2049,8.0
1757,2020-10-07,설국열차,7.98
1758,2020-10-07,날씨의 아이,7.97
1759,2020-10-08,포드 V 페라리,9.49
1760,2020-10-08,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.48
1761,2020-10-08,월-E,9.41
1762,2020-10-08,위대한 쇼맨,9.4
1763,2020-10-08,소년시절의 너,9.4
1764,2020-10-08,브레이크 더 사일런스: 더 무비,9.37
1765,2020-10-08,"미안해요, 리키",9.32
1766,2020-10-08,피아니스트,9.32
1767,2020-10-08,언더독,9.3
1768,2020-10-08,스파이더맨: 뉴 유니버스,9.2
1769,2020-10-08,사랑과 영혼,9.19
1770,2020-10-08,제리 맥과이어,9.16
1771,2020-10-08,타오르는 여인의 초상,9.06
1772,2020-10-08,타샤 튜더,9.04
1773,2020-10-08,온워드: 단 하루의 기적,9.01
1774,2020-10-08,윤희에게,8.98
1775,2020-10-08,아웃포스트,8.97
1776,2020-10-08,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.94
1777,2020-10-08,담보,8.94
1778,2020-10-08,비투스,8.94
1779,2020-10-08,여행자,8.91
1780,2020-10-08,하녀,8.9
1781,2020-10-08,아무도 모른다,8.87
1782,2020-10-08,작은 아씨들,8.83
1783,2020-10-08,너의 이름은.,8.78
1784,2020-10-08,마미,8.68
1785,2020-10-08,브리짓 존스의 일기,8.68
1786,2020-10-08,찬실이는 복도 많지,8.65
1787,2020-10-08,항거:유관순 이야기,8.64
1788,2020-10-08,69세,8.63
1789,2020-10-08,라라랜드,8.61
1790,2020-10-08,기생충,8.49
1791,2020-10-08,아무르,8.48
1792,2020-10-08,보리밭을 흔드는 바람,8.47
1793,2020-10-08,로렌스 애니웨이 ,8.44
1794,2020-10-08,닥터 슬립,8.44
1795,2020-10-08,500일의 썸머,8.42
1796,2020-10-08,검객,8.35
1797,2020-10-08,주디,8.34
1798,2020-10-08,리스본행 야간열차,8.31
1799,2020-10-08,그래비티,8.29
1800,2020-10-08,테넷,8.27
1801,2020-10-08,피터와 드래곤,8.25
1802,2020-10-08,제로 다크 서티,8.21
1803,2020-10-08,경계선,8.17
1804,2020-10-08,프란시스 하,8.14
1805,2020-10-08,신문기자,8.11
1806,2020-10-08,나의 산티아고,8.1
1807,2020-10-08,드라이브,8.07
1808,2020-10-08,위크엔드 인 파리,8.06
1809,2020-10-09,포드 V 페라리,9.49
1810,2020-10-09,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
1811,2020-10-09,월-E,9.41
1812,2020-10-09,소년시절의 너,9.4
1813,2020-10-09,위대한 쇼맨,9.4
1814,2020-10-09,브레이크 더 사일런스: 더 무비,9.36
1815,2020-10-09,피아니스트,9.32
1816,2020-10-09,언더독,9.3
1817,2020-10-09,스파이더맨: 뉴 유니버스,9.2
1818,2020-10-09,사랑과 영혼,9.19
1819,2020-10-09,제리 맥과이어,9.16
1820,2020-10-09,타오르는 여인의 초상,9.06
1821,2020-10-09,타샤 튜더,9.04
1822,2020-10-09,온워드: 단 하루의 기적,9.01
1823,2020-10-09,아웃포스트,8.98
1824,2020-10-09,윤희에게,8.98
1825,2020-10-09,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.95
1826,2020-10-09,담보,8.94
1827,2020-10-09,비투스,8.94
1828,2020-10-09,여행자,8.91
1829,2020-10-09,하녀,8.9
1830,2020-10-09,아무도 모른다,8.87
1831,2020-10-09,작은 아씨들,8.84
1832,2020-10-09,너의 이름은.,8.78
1833,2020-10-09,마미,8.68
1834,2020-10-09,브리짓 존스의 일기,8.68
1835,2020-10-09,찬실이는 복도 많지,8.65
1836,2020-10-09,항거:유관순 이야기,8.64
1837,2020-10-09,69세,8.63
1838,2020-10-09,라라랜드,8.61
1839,2020-10-09,기생충,8.49
1840,2020-10-09,아무르,8.48
1841,2020-10-09,보리밭을 흔드는 바람,8.47
1842,2020-10-09,로렌스 애니웨이 ,8.44
1843,2020-10-09,닥터 슬립,8.44
1844,2020-10-09,500일의 썸머,8.42
1845,2020-10-09,검객,8.36
1846,2020-10-09,주디,8.34
1847,2020-10-09,리스본행 야간열차,8.31
1848,2020-10-09,그래비티,8.29
1849,2020-10-09,테넷,8.27
1850,2020-10-09,피터와 드래곤,8.25
1851,2020-10-09,제로 다크 서티,8.21
1852,2020-10-09,경계선,8.17
1853,2020-10-09,프란시스 하,8.14
1854,2020-10-09,신문기자,8.11
1855,2020-10-09,드라이브,8.07
1856,2020-10-09,위크엔드 인 파리,8.06
1857,2020-10-09,블레이드 러너 2049,7.99
1858,2020-10-09,설국열차,7.98
1859,2020-10-10,포드 V 페라리,9.49
1860,2020-10-10,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.45
1861,2020-10-10,월-E,9.41
1862,2020-10-10,소년시절의 너,9.4
1863,2020-10-10,위대한 쇼맨,9.4
1864,2020-10-10,브레이크 더 사일런스: 더 무비,9.37
1865,2020-10-10,피아니스트,9.32
1866,2020-10-10,언더독,9.3
1867,2020-10-10,스파이더맨: 뉴 유니버스,9.2
1868,2020-10-10,사랑과 영혼,9.19
1869,2020-10-10,제리 맥과이어,9.16
1870,2020-10-10,타오르는 여인의 초상,9.06
1871,2020-10-10,타샤 튜더,9.04
1872,2020-10-10,온워드: 단 하루의 기적,9.01
1873,2020-10-10,윤희에게,8.98
1874,2020-10-10,아웃포스트,8.97
1875,2020-10-10,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.95
1876,2020-10-10,비투스,8.94
1877,2020-10-10,담보,8.93
1878,2020-10-10,여행자,8.91
1879,2020-10-10,하녀,8.9
1880,2020-10-10,아무도 모른다,8.87
1881,2020-10-10,작은 아씨들,8.84
1882,2020-10-10,너의 이름은.,8.78
1883,2020-10-10,마미,8.68
1884,2020-10-10,브리짓 존스의 일기,8.68
1885,2020-10-10,찬실이는 복도 많지,8.66
1886,2020-10-10,항거:유관순 이야기,8.64
1887,2020-10-10,69세,8.63
1888,2020-10-10,라라랜드,8.61
1889,2020-10-10,기생충,8.49
1890,2020-10-10,아무르,8.48
1891,2020-10-10,보리밭을 흔드는 바람,8.47
1892,2020-10-10,로렌스 애니웨이 ,8.44
1893,2020-10-10,닥터 슬립,8.44
1894,2020-10-10,500일의 썸머,8.42
1895,2020-10-10,검객,8.35
1896,2020-10-10,주디,8.34
1897,2020-10-10,리스본행 야간열차,8.31
1898,2020-10-10,그래비티,8.29
1899,2020-10-10,테넷,8.27
1900,2020-10-10,피터와 드래곤,8.25
1901,2020-10-10,제로 다크 서티,8.21
1902,2020-10-10,경계선,8.17
1903,2020-10-10,프란시스 하,8.14
1904,2020-10-10,신문기자,8.11
1905,2020-10-10,드라이브,8.06
1906,2020-10-10,위크엔드 인 파리,8.06
1907,2020-10-10,블레이드 러너 2049,7.99
1908,2020-10-10,설국열차,7.98
1909,2020-10-11,포드 V 페라리,9.49
1910,2020-10-11,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
1911,2020-10-11,월-E,9.41
1912,2020-10-11,소년시절의 너,9.4
1913,2020-10-11,위대한 쇼맨,9.4
1914,2020-10-11,브레이크 더 사일런스: 더 무비,9.37
1915,2020-10-11,피아니스트,9.32
1916,2020-10-11,언더독,9.3
1917,2020-10-11,스파이더맨: 뉴 유니버스,9.2
1918,2020-10-11,사랑과 영혼,9.19
1919,2020-10-11,제리 맥과이어,9.16
1920,2020-10-11,타샤 튜더,9.04
1921,2020-10-11,온워드: 단 하루의 기적,9.01
1922,2020-10-11,윤희에게,8.98
1923,2020-10-11,아웃포스트,8.96
1924,2020-10-11,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.95
1925,2020-10-11,비투스,8.94
1926,2020-10-11,담보,8.92
1927,2020-10-11,아무도 모른다,8.87
1928,2020-10-11,작은 아씨들,8.84
1929,2020-10-11,너의 이름은.,8.78
1930,2020-10-11,마미,8.69
1931,2020-10-11,브리짓 존스의 일기,8.68
1932,2020-10-11,찬실이는 복도 많지,8.66
1933,2020-10-11,69세,8.63
1934,2020-10-11,라라랜드,8.61
1935,2020-10-11,기생충,8.49
1936,2020-10-11,아무르,8.48
1937,2020-10-11,보리밭을 흔드는 바람,8.47
1938,2020-10-11,로렌스 애니웨이 ,8.44
1939,2020-10-11,닥터 슬립,8.44
1940,2020-10-11,500일의 썸머,8.42
1941,2020-10-11,검객,8.36
1942,2020-10-11,주디,8.34
1943,2020-10-11,리스본행 야간열차,8.31
1944,2020-10-11,그래비티,8.29
1945,2020-10-11,테넷,8.27
1946,2020-10-11,피터와 드래곤,8.25
1947,2020-10-11,제로 다크 서티,8.21
1948,2020-10-11,경계선,8.17
1949,2020-10-11,프란시스 하,8.14
1950,2020-10-11,신문기자,8.11
1951,2020-10-11,드라이브,8.07
1952,2020-10-11,위크엔드 인 파리,8.06
1953,2020-10-11,블레이드 러너 2049,7.99
1954,2020-10-11,날씨의 아이,7.97
1955,2020-10-11,오! 문희,7.95
1956,2020-10-11,라붐,7.94
1957,2020-10-11,반교: 디텐션,7.8
1958,2020-10-11,다만 악에서 구하소서,7.64
1959,2020-10-12,포드 V 페라리,9.49
1960,2020-10-12,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.45
1961,2020-10-12,소년시절의 너,9.4
1962,2020-10-12,위대한 쇼맨,9.4
1963,2020-10-12,브레이크 더 사일런스: 더 무비,9.38
1964,2020-10-12,피아니스트,9.32
1965,2020-10-12,언더독,9.3
1966,2020-10-12,스파이더맨: 뉴 유니버스,9.2
1967,2020-10-12,사랑과 영혼,9.19
1968,2020-10-12,제리 맥과이어,9.16
1969,2020-10-12,타샤 튜더,9.04
1970,2020-10-12,윤희에게,8.98
1971,2020-10-12,분노의 질주: 더 익스트림,8.96
1972,2020-10-12,아웃포스트,8.96
1973,2020-10-12,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.95
1974,2020-10-12,비투스,8.94
1975,2020-10-12,담보,8.91
1976,2020-10-12,너의 이름은.,8.78
1977,2020-10-12,마미,8.69
1978,2020-10-12,브리짓 존스의 일기,8.68
1979,2020-10-12,찬실이는 복도 많지,8.66
1980,2020-10-12,69세,8.63
1981,2020-10-12,라라랜드,8.61
1982,2020-10-12,기생충,8.49
1983,2020-10-12,아무르,8.48
1984,2020-10-12,보리밭을 흔드는 바람,8.47
1985,2020-10-12,로렌스 애니웨이 ,8.44
1986,2020-10-12,500일의 썸머,8.42
1987,2020-10-12,검객,8.36
1988,2020-10-12,주디,8.34
1989,2020-10-12,리스본행 야간열차,8.31
1990,2020-10-12,테넷,8.27
1991,2020-10-12,제로 다크 서티,8.21
1992,2020-10-12,경계선,8.17
1993,2020-10-12,프란시스 하,8.14
1994,2020-10-12,신문기자,8.11
1995,2020-10-12,드라이브,8.07
1996,2020-10-12,위크엔드 인 파리,8.06
1997,2020-10-12,블레이드 러너 2049,7.99
1998,2020-10-12,날씨의 아이,7.97
1999,2020-10-12,오! 문희,7.95
2000,2020-10-12,라붐,7.94
2001,2020-10-12,반교: 디텐션,7.8
2002,2020-10-12,다만 악에서 구하소서,7.64
2003,2020-10-12,홀리 모터스,7.52
2004,2020-10-12,그린랜드,7.02
2005,2020-10-12,기기괴괴 성형수,6.92
2006,2020-10-12,언힌지드,6.85
2007,2020-10-12,죽지않는 인간들의 밤,6.77
2008,2020-10-12,디바,6.7
2009,2020-10-13,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.46
2010,2020-10-13,소년시절의 너,9.4
2011,2020-10-13,위대한 쇼맨,9.4
2012,2020-10-13,브레이크 더 사일런스: 더 무비,9.38
2013,2020-10-13,피아니스트,9.32
2014,2020-10-13,언더독,9.3
2015,2020-10-13,스파이더맨: 뉴 유니버스,9.2
2016,2020-10-13,사랑과 영혼,9.19
2017,2020-10-13,제리 맥과이어,9.16
2018,2020-10-13,타오르는 여인의 초상,9.06
2019,2020-10-13,타샤 튜더,9.04
2020,2020-10-13,윤희에게,8.98
2021,2020-10-13,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.95
2022,2020-10-13,아웃포스트,8.95
2023,2020-10-13,비투스,8.94
2024,2020-10-13,담보,8.9
2025,2020-10-13,너의 이름은.,8.78
2026,2020-10-13,마미,8.69
2027,2020-10-13,브리짓 존스의 일기,8.68
2028,2020-10-13,찬실이는 복도 많지,8.66
2029,2020-10-13,69세,8.63
2030,2020-10-13,라라랜드,8.61
2031,2020-10-13,기생충,8.49
2032,2020-10-13,보리밭을 흔드는 바람,8.46
2033,2020-10-13,로렌스 애니웨이 ,8.44
2034,2020-10-13,500일의 썸머,8.42
2035,2020-10-13,검객,8.35
2036,2020-10-13,주디,8.34
2037,2020-10-13,리스본행 야간열차,8.31
2038,2020-10-13,테넷,8.27
2039,2020-10-13,제로 다크 서티,8.21
2040,2020-10-13,경계선,8.17
2041,2020-10-13,프란시스 하,8.14
2042,2020-10-13,신문기자,8.11
2043,2020-10-13,드라이브,8.07
2044,2020-10-13,위크엔드 인 파리,8.06
2045,2020-10-13,블레이드 러너 2049,7.99
2046,2020-10-13,날씨의 아이,7.97
2047,2020-10-13,오! 문희,7.95
2048,2020-10-13,라붐,7.94
